time,joint0,joint1,joint2,joint3,joint4,joint5,target_x,target_y,target_z
0.01,-1.6022159265358982,-1.5393840734641018,1.6022159265358982,-1.5911620591451068,-1.5826710853503538,-0.030775415552897478,0.4979518857620273,0.0019206628343436192,0.3
0.02,-1.639915038378976,-1.5171294563834616,1.639915038378976,-1.6288611709881846,-1.580643108514766,-0.06844917148409731,0.49514729735969765,0.004418648274352808,0.3
0.03,-1.6776141502220538,-1.523473780385522,1.6776141502220538,-1.6665602828312625,-1.5785727029674297,-0.10614828332717481,0.49276649171610254,0.005804985556975792,0.3
0.04,-1.7153132620651317,-1.5297358704999742,1.7153132620651317,-1.7042593946743403,-1.5766305437734365,-0.14384739517025233,0.48963980923359135,0.007506930085093819,0.3
0.05,-1.7530123739082095,-1.536138530281137,1.7530123739082095,-1.7419585065174181,-1.5746934031321105,-0.18154650701332983,0.487405394436838,0.009217406625571772,0.3
0.060000000000000005,-1.7907114857512874,-1.5423409052146384,1.7907114857512874,-1.779657618360496,-1.5727717773420606,-0.21924561885640734,0.48524215876450383,0.011711655205787716,0.3
0.07,-1.8172078255005808,-1.548278052155052,1.8284105975943652,-1.8173567302035738,-1.5712293678510576,-0.24639914717565745,0.48247844974073045,0.012951258534976242,0.3
0.08,-1.8174519595709897,-1.55356339499621,1.866109709437443,-1.8550558420466516,-1.5711638877435765,-0.24664739121332577,0.48029654395227117,0.014046915496880027,0.3
0.09,-1.8182514669759233,-1.558625644382773,1.9038088212805209,-1.8927549538897295,-1.5710744287103036,-0.24744931842211898,0.4777875583596541,0.016126440278184634,0.3
0.09999999999999999,-1.8172403236092505,-1.563595879236646,1.9415079331235987,-1.9304540657328073,-1.5709808476249123,-0.246440217097414,0.4749198749979978,0.018932287401191843,0.3
0.10999999999999999,-1.8149329381777821,-1.5684643246188064,1.9792070449666765,-1.9681531775758851,-1.5708837256899284,-0.24413441289291676,0.4728905982982364,0.02056284957688698,0.3
0.11999999999999998,-1.8143592026683897,-1.568986266648951,2.0126141460800304,-2.005852289418963,-1.5707964367669727,-0.243562862398749,0.4699624555896776,0.022477774861458185,0.3
0.12999999999999998,-1.8117770169191323,-1.5636430602875575,2.0399525856802727,-2.043551401262041,-1.5707975847074747,-0.24098069729016647,0.4674103643107955,0.0238606982207722,0.3
0.13999999999999999,-1.8101685582858678,-1.5603574472498558,2.0604792421244613,-2.070918076050222,-1.5707963275929677,-0.23937223082223014,0.46631040299110493,0.02650414638733232,0.3
0.15,-1.8050077965079694,-1.5626934533042265,2.062842398559965,-2.0709452720506363,-1.570796326794896,-0.23421146971307397,0.4621979273175512,0.028366619114570037,0.3
0.16,-1.803073321630431,-1.5724937579875928,2.0726814835324663,-2.0709840523396528,-1.5707963267949612,-0.232276994835438,0.4599438245962141,0.03000354123998508,0.3
0.17,-1.8006369309867365,-1.5777830550264342,2.0779424046527994,-2.070955676421261,-1.570796326794897,-0.22984060419183927,0.45742570872953103,0.03239193281516671,0.3
0.18000000000000002,-1.7966397793730908,-1.5835957241086478,2.0836840271955475,-2.0708846298817964,-1.5707963267948966,-0.22584345257819424,0.4549497954307097,0.03394455904783475,0.3
0.19000000000000003,-1.7944404790642003,-1.5894466148543367,2.0894212567702697,-2.070770968710829,-1.5707963267948972,-0.2236441522693031,0.45262116808111785,0.03559802727570925,0.3
0.20000000000000004,-1.7919133217231038,-1.5949172348060507,2.094747360692835,-2.070626452681681,-1.570796326794897,-0.22111699492820672,0.45013381466673325,0.03813442345820405,0.3
0.21000000000000005,-1.7874385894764804,-1.6006009515944835,2.1002418013664603,-2.070437176566874,-1.5707963267948961,-0.2166422626815846,0.44803995871643004,0.039700608372134384,0.3
0.22000000000000006,-1.784923466769549,-1.6054971492309176,2.1049429893106604,-2.0702421668746394,-1.5707963267948968,-0.2141271399746521,0.44510872552520786,0.04151265575544297,0.3
0.23000000000000007,-1.7822310358872573,-1.6124396779361299,2.1115583265454605,-2.0699149754042345,-1.5707963267949066,-0.21143470909234596,0.44293923742248015,0.04337789910108916,0.3
0.24000000000000007,-1.779005093799677,-1.6174549396516749,2.116300271634775,-2.069641658777997,-1.5707963267948963,-0.20820876700478066,0.44041615089741887,0.045133503510822695,0.3
0.25000000000000006,-1.776169050621494,-1.6233866363399339,2.1218687278924064,-2.0692784183473703,-1.570796326794897,-0.20537272382659702,0.43746661143856724,0.04672972915395954,0.3
0.26000000000000006,-1.7738745177136375,-1.6304473536881208,2.128440634881861,-2.0687896079886494,-1.5707963267949099,-0.20307819091872087,0.435529218072225,0.048542625887457724,0.3
0.2700000000000001,-1.77055352075732,-1.6348773982122329,2.132532705586034,-2.0684516341686985,-1.5707963267948961,-0.19975719396242403,0.4333626450439204,0.05035941178668147,0.3
0.2800000000000001,-1.7672984979170971,-1.6398825572018139,2.137127021695383,-2.068040791288466,-1.5707963267948966,-0.19650217112220075,0.43156172091669937,0.05224762880708699,0.3
