time,endpos_x,endpos_y,target_x,target_y
0.0,0.5,0.0,0.4649953882049448,0.026355358965222956
0.07,0.4649953882049448,0.026355358965222956,0.4310714153650966,0.052506917692582825
0.14,0.4310714153650966,0.052506917692582825,0.39927535967284783,0.07825245188696908
0.21000000000000002,0.39927535967284783,0.07825245188696908,0.37058880768611113,0.10339287695235513
0.28,0.37058880768611113,0.10339287695235513,0.3458973514448421,0.1277337874695218
0.35000000000000003,0.3458973514448421,0.1277337874695218,0.32596324906609486,0.15108696049072823
0.42000000000000004,0.32596324906609486,0.15108696049072823,0.31140189282142705,0.1732718110266803
0.49000000000000005,0.31140189282142705,0.1732718110266803,0.3026628111584264,0.1941167884708333
0.56,0.3026628111584264,0.1941167884708333,0.30001579115923677,0.21346070316278562
0.6300000000000001,0.30001579115923677,0.21346070316278562,0.3035425498542623,0.23115397283273675
0.7000000000000002,0.3035425498542623,0.23115397283273675,0.3131342115086776,0.24705977928852826
0.7700000000000002,0.3131342115086776,0.24705977928852826,0.32849466876126965,0.26105512640085776
0.8400000000000003,0.32849466876126965,0.26105512640085776,0.3491497238527793,0.2730317912054987
0.9100000000000004,0.3491497238527793,0.2730317912054987,0.37446172774186004,0.28289716076785937
0.9800000000000004,0.37446172774186004,0.28289716076785937,0.4036492651796571,0.2905749483385893
1.0500000000000005,0.4036492651796571,0.2905749483385893,0.4358112780385584,0.29600578326236043
1.1200000000000006,0.4358112780385584,0.29600578326236043,0.46995488217584885,0.29914767007818416
1.1900000000000006,0.46995488217584885,0.29914767007818416,0.5050260190886678,0.2999763132611448
1.2600000000000007,0.5050260190886678,0.2999763132611448,0.5399419961028817,0.29848530509439003
1.3300000000000007,0.5399419961028817,0.29848530509439003,0.573624910536936,0.2946861752186065
1.4000000000000008,0.573624910536936,0.2946861752186065,0.6050349259922595,0.28860830147582567
1.4700000000000009,0.6050349259922595,0.28860830147582567,0.6332023734868506,0.2802986827369835
1.540000000000001,0.6332023734868506,0.2802986827369835,0.6572576864273241,0.26982157546991115
1.610000000000001,0.6572576864273241,0.26982157546991115,0.6764582452869908,0.25725799685809553
1.680000000000001,0.6764582452869908,0.25725799685809553,0.6902113032590309,0.242705098312484
1.750000000000001,0.6902113032590309,0.242705098312484,0.6980922851393303,0.2262754142208308
1.8200000000000012,0.6980922851393303,0.2262754142208308,0.6998578945281179,0.20809599174384116
1.8900000000000012,0.6998578945281179,0.20809599174384116,0.6954536247136386,0.18830740838720975
1.9600000000000013,0.6954536247136386,0.18830740838720975,0.6850154413668914,0.167062684946456
2.030000000000001,0.6850154413668914,0.167062684946456,0.6688655851004028,0.14452610223051432
2.100000000000001,0.6688655851004028,0.14452610223051432,0.6475026234716346,0.12087193071409856
2.170000000000001,0.6475026234716346,0.12087193071409856,0.6215860595389209,0.09628308294216265
2.2400000000000007,0.6215860595389209,0.09628308294216265,0.5919159721242974,0.07094969910711725
2.3100000000000005,0.5919159721242974,0.07094969910711725,0.5594083163154069,0.045067676736227
2.3800000000000003,0.5594083163154069,0.045067676736227,0.5250666467128607,0.01883715585879394
2.45,0.5250666467128607,0.01883715585879394,0.48995113636404625,-0.0075390286330011365
2.52,0.48995113636404625,-0.0075390286330011365,0.4551458478101238,-0.03385691546204449
2.59,0.4551458478101238,-0.03385691546204449,0.42172526663255977,-0.05991299415432191
2.6599999999999997,0.42172526663255977,-0.05991299415432191,0.3907211306531466,-0.08550577874099248
2.7299999999999995,0.3907211306531466,-0.08550577874099248,0.36309057881426254,-0.11043736580540311
2.7999999999999994,0.36309057881426254,-0.11043736580540311,0.33968660302582504,-0.13451496482700925
2.869999999999999,0.33968660302582504,-0.13451496482700925,0.32123171516974747,-0.1575523889883884
2.939999999999999,0.32123171516974747,-0.1575523889883884,0.30829564219652505,-0.1793714949172552
3.009999999999999,0.30829564219652505,-0.1793714949172552,0.3012777378959984,-0.19980356023027512
3.0799999999999987,0.3012777378959984,-0.19980356023027512,0.30039465431434564,-0.21869058822642304
3.1499999999999986,0.30039465431434564,-0.21869058822642304,0.305673653417065,-0.23588652964098522
3.2199999999999984,0.305673653417065,-0.23588652964098522,0.31695176547581605,-0.2512584120126421
3.2899999999999983,0.31695176547581605,-0.2512584120126421,0.33388082016083687,-0.2646873679304856
3.359999999999998,0.33388082016083687,-0.2646873679304856,0.35593819502241786,-0.27606955420976076
3.429999999999998,0.35593819502241786,-0.27606955420976076,0.38244294954150443,-0.2853169548885458
3.499999999999998,0.38244294954150443,-0.2853169548885458,0.412576846669812,-0.29235806183597285
3.5699999999999976,0.412576846669812,-0.29235806183597285,0.44540961289653375,-0.29713842770899523
3.6399999999999975,0.44540961289653375,-0.29713842770899523,0.4799276570297554,-0.2996210869818052
3.7099999999999973,0.4799276570297554,-0.2996210869818052,0.5150653611055852,-0.2997868417921768
3.779999999999997,0.5150653611055852,-0.2997868417921768,0.5497379774329693,-0.2976344103943435
3.849999999999997,0.5497379774329693,-0.2976344103943435,0.5828751161986555,-0.29318043707045827
3.919999999999997,0.5828751161986555,-0.29318043707045827,0.6134537898253497,-0.2864593634239933
3.9899999999999967,0.6134537898253497,-0.2864593634239933,0.6405299939597686,-0.2775231620503379
4.059999999999997,0.6405299939597686,-0.2775231620503379,0.6632678501434358,-0.26644093464406393
4.129999999999997,0.6632678501434358,-0.26644093464406393,0.6809654104932032,-0.2532983776506051
4.1999999999999975,0.6809654104932032,-0.2532983776506051,0.6930763277666545,-0.23819711959435108
4.269999999999998,0.6930763277666545,-0.23819711959435108,0.6992267218286344,-0.22125393520745273
4.339999999999998,0.6992267218286344,-0.22125393520745273,0.6992267218286345,-0.20259984243630777
4.409999999999998,0.6992267218286345,-0.20259984243630777,0.693076327766655,-0.18237908930838215
4.479999999999999,0.693076327766655,-0.18237908930838215,0.6809654104932041,-0.16074803849369937
4.549999999999999,0.6809654104932041,-0.16074803849369937,0.663267850143437,-0.13787395818644654
4.619999999999999,0.663267850143437,-0.13787395818644654,0.6405299939597701,-0.11393372865654057
4.6899999999999995,0.6405299939597701,-0.11393372865654057,0.6134537898253516,-0.08911247447311077
4.76,0.6134537898253516,-0.08911247447311077,0.582875116198657,-0.06360213297661647
4.83,0.582875116198657,-0.06360213297661647,0.5497379774329708,-0.03759997006929113
4.9,0.5497379774329708,-0.03759997006929113,0.5150653611055864,-0.011307054800980265
4.970000000000001,0.5150653611055864,-0.011307054800980265,0.4799276570297566,0.015073295453931188
5.040000000000001,0.4799276570297566,0.015073295453931188,0.4454096128965346,0.04133708720539169
5.110000000000001,0.4454096128965346,0.04133708720539169,0.4125768466698128,0.06728122828481484
5.1800000000000015,0.4125768466698128,0.06728122828481484,0.3824429495415049,0.09270509831248468
5.250000000000002,0.3824429495415049,0.09270509831248468,0.3559381950224182,0.11741210005116112
5.320000000000002,0.3559381950224182,0.11741210005116112,0.33388082016083676,0.14121117964960056
5.390000000000002,0.33388082016083676,0.14121117964960056,0.3169517654758159,0.16391830402028165
5.460000000000003,0.3169517654758159,0.16391830402028165,0.3056736534170649,0.18535788392710115
5.530000000000003,0.3056736534170649,0.18535788392710115,0.30039465431434553,0.20536413177860754
5.600000000000003,0.30039465431434553,0.20536413177860754,0.3012777378959985,0.2237823436272555
5.6700000000000035,0.3012777378959985,0.2237823436272555,0.3082956421965253,0.2404700954612637
5.740000000000004,0.3082956421965253,0.2404700954612637,0.32123171516974813,0.25529834453840833
5.810000000000004,0.32123171516974813,0.25529834453840833,0.3396866030258258,0.26815242724537974
5.880000000000004,0.3396866030258258,0.26815242724537974,0.3630905788142639,0.278932945766476
5.950000000000005,0.3630905788142639,0.278932945766476,0.39072113065314795,0.2875565367052132
6.020000000000005,0.39072113065314795,0.2875565367052132,0.42172526663256205,0.2939565157152744
6.090000000000005,0.42172526663256205,0.2939565157152744,0.4551458478101264,0.29808339315600274
